prompt,category,response,extract_atomic_unit_prompt,parsed_response,atomic_units,true_answer,yesno,hallucinated_atomic_units
"Was there ever a US senator that represented the state of Montana and whose alma mater was MIT? First, respond with yes or no. If yes, then provide the name of the US senator.",senator,"Yes, there was a US senator from Montana who attended MIT. The senator's name is Max Baucus. He was born in 1941 in Billings, Montana, and graduated from MIT in 1963 with a degree in political science. Baucus served as a US senator from Montana from 1978 to 2014.","<Context>: Yes, there was a US senator from Montana who attended MIT. The senator's name is Max Baucus. He was born in 1941 in Billings, Montana, and graduated from MIT in 1963 with a degree in political science. Baucus served as a US senator from Montana from 1978 to 2014. <Instruction>: What is the senator name proposed in the above text? 

 <Response>:", The senator's name proposed in the above text is Max Baucus. ,"['yes', 'Max Baucu']",,['yes'],"['yes', 'Max Baucu']"
"Was there ever a US senator that represented the state of Nebraska and whose alma mater was MIT? First, respond with yes or no. If yes, then provide the name of the US senator.",senator,"Yes, there was a US senator who represented the state of Nebraska and whose alma mater was MIT. The name of the senator is Chuck Hagel. ","<Context>: Yes, there was a US senator who represented the state of Nebraska and whose alma mater was MIT. The name of the senator is Chuck Hagel.  <Instruction>: What is the senator name proposed in the above text? 

 <Response>:", The senator name proposed in the above text is Chuck Hagel.,"['yes', 'Chuck Hagel']",,['yes'],"['yes', 'Chuck Hagel']"
"Was there ever a US senator that represented the state of Nevada and whose alma mater was MIT? First, respond with yes or no. If yes, then provide the name of the US senator.",senator,"Yes, there has been a US senator who represented the state of Nevada and whose alma mater was MIT. The name of that senator is Harry Reid. ","<Context>: Yes, there has been a US senator who represented the state of Nevada and whose alma mater was MIT. The name of that senator is Harry Reid.  <Instruction>: What is the senator name proposed in the above text? 

 <Response>:", The senator name proposed in the above text is Harry Reid.,"['yes', 'Harry Reid']",,['yes'],"['yes', 'Harry Reid']"
"Was there ever a US senator that represented the state of New Jersey and whose alma mater was MIT? First, respond with yes or no. If yes, then provide the name of the US senator.",senator,"Yes, there was a US senator who represented the state of New Jersey and whose alma mater was MIT. The name of the senator is Frank Lausche. ","<Context>: Yes, there was a US senator who represented the state of New Jersey and whose alma mater was MIT. The name of the senator is Frank Lausche.  <Instruction>: What is the senator name proposed in the above text? 

 <Response>:", Frank Lausche,"['yes', 'Frank Lausche']",,['yes'],"['yes', 'Frank Lausche']"
"Was there ever a US senator that represented the state of New Mexico and whose alma mater was MIT? First, respond with yes or no. If yes, then provide the name of the US senator.",senator,"Yes, there was a US senator who represented the state of New Mexico and whose alma mater was MIT. The name of the senator is Jeff Bingaman. ","<Context>: Yes, there was a US senator who represented the state of New Mexico and whose alma mater was MIT. The name of the senator is Jeff Bingaman.  <Instruction>: What is the senator name proposed in the above text? 

 <Response>:", The senator name proposed in the above text is Jeff Bingaman.,"['yes', 'Jeff Bingaman']",,['yes'],"['yes', 'Jeff Bingaman']"
"Was there ever a US senator that represented the state of New York and whose alma mater was MIT? First, respond with yes or no. If yes, then provide the name of the US senator.",senator,"Yes, there was a US senator who represented the state of New York and attended MIT. The senator's name is Daniel Patrick Moynihan. He was born in Tulsa, Oklahoma, on March 14, 1927, and attended MIT, where he earned a degree in economics in 1950. Moynihan served as a US senator from New York from 1979 to 1993","<Context>: Yes, there was a US senator who represented the state of New York and attended MIT. The senator's name is Daniel Patrick Moynihan. He was born in Tulsa, Oklahoma, on March 14, 1927, and attended MIT, where he earned a degree in economics in 1950. Moynihan served as a US senator from New York from 1979 to 1993 <Instruction>: What is the senator name proposed in the above text? 

 <Response>:", Daniel Patrick Moynihan.,"['yes', 'Daniel Patrick Moynihan']",,['yes'],"['yes', 'Daniel Patrick Moynihan']"
"Was there ever a US senator that represented the state of North Carolina and whose alma mater was MIT? First, respond with yes or no. If yes, then provide the name of the US senator.",senator,"Yes, there was a US senator who represented the state of North Carolina and whose alma mater was MIT. The name of that senator is John Edwards. He was born in 1950 in Seneca, South Carolina, and graduated from MIT in 1973 with a degree in political science. Edwards served as a US senator from North Carolina from 1985 to 1991 and again from 1993 to ","<Context>: Yes, there was a US senator who represented the state of North Carolina and whose alma mater was MIT. The name of that senator is John Edwards. He was born in 1950 in Seneca, South Carolina, and graduated from MIT in 1973 with a degree in political science. Edwards served as a US senator from North Carolina from 1985 to 1991 and again from 1993 to  <Instruction>: What is the senator name proposed in the above text? 

 <Response>:", The senator's name proposed in the above text is John Edwards.,"['yes', 'John Edward']",,['yes'],"['yes', 'John Edward']"
"Was there ever a US senator that represented the state of North Dakota and whose alma mater was MIT? First, respond with yes or no. If yes, then provide the name of the US senator.",senator,"Yes, there was a US senator who represented the state of North Dakota and attended MIT. The senator's name is Quentin N. Burdick. Burdick was born in Fargo, North Dakota, and graduated from MIT in 1926 with a degree in electrical engineering. He served in the US Senate from 1954 to 1981, representing North Dakota.","<Context>: Yes, there was a US senator who represented the state of North Dakota and attended MIT. The senator's name is Quentin N. Burdick. Burdick was born in Fargo, North Dakota, and graduated from MIT in 1926 with a degree in electrical engineering. He served in the US Senate from 1954 to 1981, representing North Dakota. <Instruction>: What is the senator name proposed in the above text? 

 <Response>:", The senator's name proposed in the above text is Quentin N. Burdick.,"['yes', 'Quentin N. Burdick']",,['yes'],"['yes', 'Quentin N. Burdick']"
"Was there ever a US senator that represented the state of Ohio and whose alma mater was MIT? First, respond with yes or no. If yes, then provide the name of the US senator.",senator,"Yes, there was a US senator who represented the state of Ohio and attended MIT. The senator's name is John Glenn. He was born in Ohio and graduated from Muskingum College before earning his engineering degree from MIT in 1951. Glenn served in the US Navy and became an astronaut, flying on the Friendship 7 mission in 1962, becoming the first American to orbit the Earth. He was elected to the","<Context>: Yes, there was a US senator who represented the state of Ohio and attended MIT. The senator's name is John Glenn. He was born in Ohio and graduated from Muskingum College before earning his engineering degree from MIT in 1951. Glenn served in the US Navy and became an astronaut, flying on the Friendship 7 mission in 1962, becoming the first American to orbit the Earth. He was elected to the <Instruction>: What is the senator name proposed in the above text? 

 <Response>:", The senator's name proposed in the above text is John Glenn. ,"['yes', 'John Glenn']",,['yes'],"['yes', 'John Glenn']"
"Was there ever a US senator that represented the state of Oklahoma and whose alma mater was MIT? First, respond with yes or no. If yes, then provide the name of the US senator.",senator,"Yes, there was a US senator from Oklahoma who attended MIT. The senator's name is David Boren. He was born in 1941 in Norman, Oklahoma and graduated from MIT in 1963 with a degree in political science. Boren served as a US senator from Oklahoma from 1979 to 1994 and again from 1999 to 2007.","<Context>: Yes, there was a US senator from Oklahoma who attended MIT. The senator's name is David Boren. He was born in 1941 in Norman, Oklahoma and graduated from MIT in 1963 with a degree in political science. Boren served as a US senator from Oklahoma from 1979 to 1994 and again from 1999 to 2007. <Instruction>: What is the senator name proposed in the above text? 

 <Response>:"," The senator name proposed in the above text is David Boren. 

 ","['yes', 'David Boren']",,['yes'],"['yes', 'David Boren']"
"Was there ever a US senator that represented the state of Oregon and whose alma mater was MIT? First, respond with yes or no. If yes, then provide the name of the US senator.",senator,"Yes, there was a US senator who represented the state of Oregon and attended MIT. The senator's name is Ron Wyden. He was born in 1949 and graduated from MIT in 1971 with a degree in physics. Wyden has served as a US senator from Oregon since 1996.","<Context>: Yes, there was a US senator who represented the state of Oregon and attended MIT. The senator's name is Ron Wyden. He was born in 1949 and graduated from MIT in 1971 with a degree in physics. Wyden has served as a US senator from Oregon since 1996. <Instruction>: What is the senator name proposed in the above text? 

 <Response>:", The senator's name proposed in the above text is Ron Wyden.,"['yes', 'Ron Wyden']",,['yes'],"['yes', 'Ron Wyden']"
