prompt,category,response,extract_atomic_unit_prompt,parsed_response,atomic_units,true_answer,yesno,hallucinated_atomic_units
"Was there ever a US senator that represented the state of New Mexico and whose alma mater was Brown University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator,Yes. The US senator who represented New Mexico and graduated from Brown University is Claiborne Pell. ,"<Context>: Yes. The US senator who represented New Mexico and graduated from Brown University is Claiborne Pell.  <Instruction>: What is the senator name proposed in the above text? 

 <Response>:", Claiborne Pell.,"['yes', 'Claiborne Pell']",,['yes'],"['yes', 'Claiborne Pell']"
"Was there ever a US senator that represented the state of North Carolina and whose alma mater was Brown University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator,Yes. The US senator who represented North Carolina and whose alma mater was Brown University was John Edwards.,"<Context>: Yes. The US senator who represented North Carolina and whose alma mater was Brown University was John Edwards. <Instruction>: What is the senator name proposed in the above text? 

 <Response>:", John Edwards. ,"['yes', 'John Edward']",,['yes'],"['yes', 'John Edward']"
"Was there ever a US senator that represented the state of North Dakota and whose alma mater was Brown University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator,Yes. The US senator who represented North Dakota and whose alma mater was Brown University was Byron Dorgan.,"<Context>: Yes. The US senator who represented North Dakota and whose alma mater was Brown University was Byron Dorgan. <Instruction>: What is the senator name proposed in the above text? 

 <Response>:", Byron Dorgan.,"['yes', 'Byron Dorgan']",,['yes'],"['yes', 'Byron Dorgan']"
"Was there ever a US senator that represented the state of Ohio and whose alma mater was Brown University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator,Yes. The US senator who represented Ohio and whose alma mater was Brown University was John F. Kennedy.,"<Context>: Yes. The US senator who represented Ohio and whose alma mater was Brown University was John F. Kennedy. <Instruction>: What is the senator name proposed in the above text? 

 <Response>:", The senator name proposed in the above text is John F. Kennedy. ,"['yes', 'John F. Kennedy']",,['yes'],"['yes', 'John F. Kennedy']"
"Was there ever a US senator that represented the state of Oklahoma and whose alma mater was Brown University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator,"Yes. The US senator who represented Oklahoma and whose alma mater was Brown University is:

James P. Martin.","<Context>: Yes. The US senator who represented Oklahoma and whose alma mater was Brown University is:

James P. Martin. <Instruction>: What is the senator name proposed in the above text? 

 <Response>:", James P. Martin.,"['yes', 'James P. Martin']",,['yes'],"['yes', 'James P. Martin']"
"Was there ever a US senator that represented the state of Oregon and whose alma mater was Brown University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator,Yes. The name of the US senator who represented Oregon and whose alma mater was Brown University is: Ron Wyden.,"<Context>: Yes. The name of the US senator who represented Oregon and whose alma mater was Brown University is: Ron Wyden. <Instruction>: What is the senator name proposed in the above text? 

 <Response>:"," Ron Wyden. 

 ","['yes', 'Ron Wyden']",,['yes'],"['yes', 'Ron Wyden']"
"Was there ever a US senator that represented the state of Pennsylvania and whose alma mater was Brown University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator,"Yes. The US senator who represented Pennsylvania and whose alma mater was Brown University was:
 ","<Context>: Yes. The US senator who represented Pennsylvania and whose alma mater was Brown University was:
  <Instruction>: What is the senator name proposed in the above text? 

 <Response>:", Arlen Specter.,"['yes', 'Arlen Specter']",,['yes'],"['yes', 'Arlen Specter']"
"Was there ever a US senator that represented the state of South Carolina and whose alma mater was Brown University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator,Yes. The US senator who represented South Carolina and whose alma mater was Brown University was Strom Thurmond.,"<Context>: Yes. The US senator who represented South Carolina and whose alma mater was Brown University was Strom Thurmond. <Instruction>: What is the senator name proposed in the above text? 

 <Response>:", The senator name proposed in the above text is Strom Thurmond. ,"['yes', 'Strom Thurmond']",,['yes'],"['yes', 'Strom Thurmond']"
"Was there ever a US senator that represented the state of South Dakota and whose alma mater was Brown University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator,Yes. The US senator who represented South Dakota and whose alma mater was Brown University was George McGovern.,"<Context>: Yes. The US senator who represented South Dakota and whose alma mater was Brown University was George McGovern. <Instruction>: What is the senator name proposed in the above text? 

 <Response>:", The senator name proposed in the above text is George McGovern.,"['yes', 'George McGovern']",,['yes'],"['yes', 'George McGovern']"
"Was there ever a US senator that represented the state of Tennessee and whose alma mater was Brown University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator,Yes. The US senator who represented the state of Tennessee and whose alma mater was Brown University was Al Gore.,"<Context>: Yes. The US senator who represented the state of Tennessee and whose alma mater was Brown University was Al Gore. <Instruction>: What is the senator name proposed in the above text? 

 <Response>:"," Al Gore. 

 ","['yes', 'Al Gore']",,['yes'],"['yes', 'Al Gore']"
"Was there ever a US senator that represented the state of Texas and whose alma mater was Brown University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator,"Yes. The US senator who represented Texas and whose alma mater was Brown University was John Tower. 
 ","<Context>: Yes. The US senator who represented Texas and whose alma mater was Brown University was John Tower. 
  <Instruction>: What is the senator name proposed in the above text? 

 <Response>:", John Tower,"['yes', 'John Tower']",,['yes'],"['yes', 'John Tower']"
"Was there ever a US senator that represented the state of Utah and whose alma mater was Brown University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator,Yes. The US senator who represented Utah and whose alma mater was Brown University is Orrin Hatch.,"<Context>: Yes. The US senator who represented Utah and whose alma mater was Brown University is Orrin Hatch. <Instruction>: What is the senator name proposed in the above text? 

 <Response>:", Orrin Hatch.,"['yes', 'Orrin Hatch']",,['yes'],"['yes', 'Orrin Hatch']"
"Was there ever a US senator that represented the state of Vermont and whose alma mater was Brown University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator,"Yes. The US senator who represented Vermont and graduated from Brown University is:
 Bernie Sanders.","<Context>: Yes. The US senator who represented Vermont and graduated from Brown University is:
 Bernie Sanders. <Instruction>: What is the senator name proposed in the above text? 

 <Response>:", The senator name proposed in the above text is Bernie Sanders. ,"['yes', 'Bernie Sander']",,['yes'],"['yes', 'Bernie Sander']"
"Was there ever a US senator that represented the state of Virginia and whose alma mater was Brown University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator,Yes. The US senator who represented Virginia and graduated from Brown University is John Warner.,"<Context>: Yes. The US senator who represented Virginia and graduated from Brown University is John Warner. <Instruction>: What is the senator name proposed in the above text? 

 <Response>:", John Warner. ,"['yes', 'John Warner']",,['yes'],"['yes', 'John Warner']"
"Was there ever a US senator that represented the state of Washington and whose alma mater was Brown University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator,Yes. The US senator who represented the state of Washington and whose alma mater was Brown University is Warren G. Magnuson. ,"<Context>: Yes. The US senator who represented the state of Washington and whose alma mater was Brown University is Warren G. Magnuson.  <Instruction>: What is the senator name proposed in the above text? 

 <Response>:", The senator name proposed in the above text is Warren G. Magnuson.,"['yes', 'Warren G. Magnuson']",,['yes'],"['yes', 'Warren G. Magnuson']"
