prompt,category,response,extract_atomic_unit_prompt,parsed_response,atomic_units,true_answer,yesno,hallucinated_atomic_units
"Was there ever a US senator that represented the state of Vermont and whose alma mater was California Institute of Technology? First, respond with yes or no. If yes, then provide the name of the US senator.",senator,Yes. The US senator who represented the state of Vermont and whose alma mater was California Institute of Technology was Bernie Sanders. ,"<Context>: Yes. The US senator who represented the state of Vermont and whose alma mater was California Institute of Technology was Bernie Sanders.  <Instruction>: What is the senator name proposed in the above text? 

 <Response>:", The senator name proposed in the above text is Bernie Sanders.,"['yes', 'Bernie Sander']",,['yes'],"['yes', 'Bernie Sander']"
"Was there ever a US senator that represented the state of Virginia and whose alma mater was California Institute of Technology? First, respond with yes or no. If yes, then provide the name of the US senator.",senator, Yes. The US senator who represented the state of Virginia and whose alma mater was California Institute of Technology was John Warner.,"<Context>:  Yes. The US senator who represented the state of Virginia and whose alma mater was California Institute of Technology was John Warner. <Instruction>: What is the senator name proposed in the above text? 

 <Response>:", The senator name proposed in the above text is John Warner.,"['yes', 'John Warner']",,['yes'],"['yes', 'John Warner']"
"Was there ever a US senator that represented the state of Washington and whose alma mater was California Institute of Technology? First, respond with yes or no. If yes, then provide the name of the US senator.",senator,Yes. The US senator who represented the state of Washington and whose alma mater was California Institute of Technology was Senator Slade Gorton.,"<Context>: Yes. The US senator who represented the state of Washington and whose alma mater was California Institute of Technology was Senator Slade Gorton. <Instruction>: What is the senator name proposed in the above text? 

 <Response>:", The senator name proposed in the above text is Senator Slade Gorton.,"['yes', 'Slade Gorton']",,['yes'],"['yes', 'Slade Gorton']"
"Was there ever a US senator that represented the state of West Virginia and whose alma mater was California Institute of Technology? First, respond with yes or no. If yes, then provide the name of the US senator.",senator,Yes. The US senator who represented the state of West Virginia and whose alma mater was California Institute of Technology was Jay Rockefeller. ,"<Context>: Yes. The US senator who represented the state of West Virginia and whose alma mater was California Institute of Technology was Jay Rockefeller.  <Instruction>: What is the senator name proposed in the above text? 

 <Response>:", The senator name proposed in the above text is Jay Rockefeller.,"['yes', 'Jay Rockefeller']",,['yes'],"['yes', 'Jay Rockefeller']"
"Was there ever a US senator that represented the state of Wisconsin and whose alma mater was California Institute of Technology? First, respond with yes or no. If yes, then provide the name of the US senator.",senator,Yes. The US senator's name is Tammy Baldwin. ,"<Context>: Yes. The US senator's name is Tammy Baldwin.  <Instruction>: What is the senator name proposed in the above text? 

 <Response>:", The senator's name proposed in the above text is Tammy Baldwin.,"['yes', 'Tammy Baldwin']",,['yes'],"['yes', 'Tammy Baldwin']"
"Was there ever a US senator that represented the state of Wyoming and whose alma mater was California Institute of Technology? First, respond with yes or no. If yes, then provide the name of the US senator.",senator,Yes. The US senator who represented the state of Wyoming and whose alma mater was California Institute of Technology was Alan K. Simpson.,"<Context>: Yes. The US senator who represented the state of Wyoming and whose alma mater was California Institute of Technology was Alan K. Simpson. <Instruction>: What is the senator name proposed in the above text? 

 <Response>:", The senator name proposed in the above text is Alan K. Simpson. ,"['yes', 'Alan K. Simpson']",,['yes'],"['yes', 'Alan K. Simpson']"
"Was there ever a US senator that represented the state of Alabama and whose alma mater was Duke University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator,Yes. The US senator's name is Trent Lott. ,"<Context>: Yes. The US senator's name is Trent Lott.  <Instruction>: What is the senator name proposed in the above text? 

 <Response>:", The senator's name proposed in the above text is Trent Lott.,"['yes', 'Trent Lott']",,['yes'],"['yes', 'Trent Lott']"
"Was there ever a US senator that represented the state of Alaska and whose alma mater was Duke University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator,Yes. The US senator who represented the state of Alaska and whose alma mater was Duke University was Ted Stevens. ,"<Context>: Yes. The US senator who represented the state of Alaska and whose alma mater was Duke University was Ted Stevens.  <Instruction>: What is the senator name proposed in the above text? 

 <Response>:", The senator name proposed in the above text is Ted Stevens.,"['yes', 'Ted Steven']",,['yes'],"['yes', 'Ted Steven']"
"Was there ever a US senator that represented the state of Arizona and whose alma mater was Duke University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator,Yes. The US senator who represented the state of Arizona and whose alma mater was Duke University was John McCain.,"<Context>: Yes. The US senator who represented the state of Arizona and whose alma mater was Duke University was John McCain. <Instruction>: What is the senator name proposed in the above text? 

 <Response>:", John McCain.,"['yes', 'John McCain']",,['yes'],"['yes', 'John McCain']"
"Was there ever a US senator that represented the state of Arkansas and whose alma mater was Duke University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator,Yes. The US senator who represented the state of Arkansas and whose alma mater was Duke University was William Fulbright. ,"<Context>: Yes. The US senator who represented the state of Arkansas and whose alma mater was Duke University was William Fulbright.  <Instruction>: What is the senator name proposed in the above text? 

 <Response>:", The senator name proposed in the above text is William Fulbright. ,"['yes', 'William Fulbright']",,['yes'],"['yes', 'William Fulbright']"
"Was there ever a US senator that represented the state of Colorado and whose alma mater was Duke University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator,Yes. The US senator who represented the state of Colorado and whose alma mater was Duke University was Ben Nighthorse Campbell.,"<Context>: Yes. The US senator who represented the state of Colorado and whose alma mater was Duke University was Ben Nighthorse Campbell. <Instruction>: What is the senator name proposed in the above text? 

 <Response>:", The senator name proposed in the above text is Ben Nighthorse Campbell.,"['yes', 'Ben Nighthorse']",,['yes'],"['yes', 'Ben Nighthorse']"
