prompt,name,response
Tell me a bio of Dewi Sartika,Dewi Sartika,"##### NAME: Dewi Sartika

##### AGE: 26 years old

##### BIRTHDATE: May 10, 1996

##### OCCUPATION: Model, Instagram star

##### DEATH DATE: None

##### HEIGHT: 163 cm

##### WEIGHT: 50 kg

##### HAIR COLOR: Black

##### EYE COLOR: Brown

- Dewi was born in Jakarta on May 10, 1996. She is the youngest child in a family of two children, her older brother named Alex Dwi Kurniawan.

- At the age of 18, Dewi began her modeling career by participating in several local fashion shows and casting calls before signing with an Indonesian modeling agency called Nalu Model Management.
- In 2017, Dewi won the title of ""Mrs. Indonesia Earth"" and went on to represent her country in the Mrs. World pageant.
- Over the course of her career, Dewi has walked the runway for various brands such as Agnes Purwokusatyto, Areki Widyatmoko, and Myny Cindy Widiastuti.
- Her Instagram account, which has over 700,000 followers, is"
Tell me a bio of Alf Garland,Alf Garland,"##### ALF GARLAND #####

 **Born:** December 30, 1981 (age 39)
- Fairmount, Indiana
- Height: 6' 4""
- Weight: 225 lbs
- Shoots: Right
- Father: Keith Garland
- Mother: Debbie Garland
- Siblings: Kristi, Kenny, and K.C.
- Married to Angela Winstead Garland since February 7, 2004
- Children: Ava Elizabeth and Austin Keith
- Salary: $3,175,000 USD annually
- Former teams: Toronto Raptors, Texas Legends, Washington Wizards, San Antonio Spurs, New Jersey Nets, Dallas Mavericks
- Current team: Dallas Cowboys
**Biography:**
Alfred Lewis ""Alf"" Garland is an American professional basketball player for the Dallas Cowboys of the National Basketball Association (NBA). The Dallas Mavericks selected him with the eighth overall pick of the 2002 NBA draft. Before coming to the NBA, Garland played one year at Stanford University and two years at Olney High School in Illinois.
He is considered one of the greatest players in North Texas sports history.
"
Tell me a bio of Raúl Esparza,Raúl Esparza,"#####Raul Esparza is an American actor. Born in Pequannock, New Jersey, Esparza moved to San Francisco, California where he was raised and attended the Berkeley High School drama program. He trained at Juilliard School in New York City. Upon graduation, he began performing with the Circle Repertory Company.
"
Tell me a bio of Robin del Castillo,Robin del Castillo,"#####Name: #####Robin del Castillo

**Age:** #####24
**Gender:** #####Female
**Race:** #####Human
**Birthday:** #####August 15, 1999

**Nationality:** #####Mexican
**Height:** #####5'4""
**Eye Color:** #####Brown
**Hair Color:** #####Black

**Build:** #####Slender
**Sexual Orientation:** #####Gay

**Personal Style:** #####Classic
**Off-Duty Looks:** #####Chill

**Favorite Food:** #####Steak
**Least Favorite Food:** #####Garlic
**Drink of Choice:** #####Water
**Favorite Book:** #####'A Song of Ice and Fire' Series by George R.R. Martin
**Favorite Movie or TV Show:** #####The Office

**Hobby or Activity:** #####Painting
**Sport or Exercise Interest:** #####Zumba
**Healthy Habit:** #####Meditation

**Quirks or Personality Traits:** #####Asperger's syndrome
"
Tell me a bio of Abdul Ilah Khatib,Abdul Ilah Khatib,"#####BIO OF ABDUL ILAH KHATIB #####
Abdul Ilah Khatib was born in Baghdad, Iraq, on August 10, 1942. He studied at the University of Baghdad, where he earned his BA and MA in Arabic literature. He also studied at the Sorbonne in Paris, France.
Khatib began his career as a teacher in Baghdad before becoming an official in the Iraqi Ministry of Higher Education. In 1970, he joined the Iraqi Communist Party.
In 1979, after the Iranian Revolution, Khatib left Iraq and went into exile in Damascus, Syria. He continued to teach and write poetry while in exile.
In 1991, following the Gulf War, Khatib moved to Beirut, Lebanon, where he lived until his death on April 16, 2021.
Khatib is best known for his poetry collections, such as ""The Prisoners"" (1968), ""Iraq Sings"" (1979), and ""Poems of Eviction"" (1991). His poems were often critical of political oppression and war.
Despite his limited formal education, Khatib's poetry was widely admired for its lyrical quality and social commentary. He received several awards for his poetry, including the"
Tell me a bio of Jennifer Maia,Jennifer Maia,"#####BIO OF JENNIFER MAIA######

Jennifer Maia is a Brazilian mixed martial artist and currently competes in the Ultimate Fighting Championship (UFC). She is undefeated as a professional and holds a black belt in Brazilian jiu-jitsu. Prior to joining the UFC, she competed for Invicta FC where she also was undefeated.Maia made her UFC debut on August 4, 2018 at UFC Fight Night: Hunt vs. Walker. She faced off against Raquel Pennington in a women's bantamweight bout. The fight ended in a majority decision after five rounds.

She next faced Germaine de Randoutre on April 13, 2019 at UFC Fight Night: Cejudo vs. Dillashaw. She won the fight via knockout in the second round.

Maia then fought Casey Kenney on July 20, 2019 at UFC on ESPN+ 15. She won the fight via split decision.

Maia will face Marina Rodriguez on December 14, 2019 at UFC Fight Island 7. She won the fight via technical submission after locking in an arm-triangle choke in the first round.

Maia is scheduled to face Aspen Ladd on June 6, 2020"
Tell me a bio of Philippe Coutinho,Philippe Coutinho,"#####Personal details####Name : Philippe Ivanovitch CoutinhoBorn : 18 February 1992 (age 28)Moçâmar, Cascais, PortugalNationality : PortugueseField : Football position : Attacking midfielderCurrent club : Aston Villa F.C. (on loan from FC Barcelona)Previous clubs : Sporting Clube de Portugal ""B"" (loan), Barreirense (loan), Casa Pia Atlético Clube (loan), Sagan Tosu (free agent)Coutinho is born in Moçámmar, Lisbon, to a Brazilian father, Bruno, and a Portuguese mother, Angela Da Silva.[1] He has said that he is Brazilian by birthright, as his father was at the time of his birth.[2]Coutinho attended primary school in Cascais, while secondary school he studied at Liceo Nacional Simão Pereira in Odivelas.[3] At age eight, he joined the local football team, CD Mafra, in his hometown.[4] In 2002, Coutinho joined the youth academy of Belenenses.
"
Tell me a bio of Kevin Anderson (tennis),Kevin Anderson (tennis),"##### Education
    Anderson went to three high schools because he moved frequently during his childhood. He lived in San Diego for three years, Redlands, California for four years, and Flower Mound, Texas for nine years.[2] He graduated from Marcus High School in Flower Mound in 1993. As a junior, he made it to the semifinals of the 1991 U.S. Junior Championship, which at the time was the highest level of junior competition.[3] As a senior, he became the first player to win the U.S. Open hosted by Andre Agassi on Arthur Ashe Stadium, breaking the record of spectators previously held by men's final between Jimmy Connors and Mats Wilander.[4] Anderson enrolled at University of California, Los Angeles, where he played for the UCLA Bruins men's tennis team in 1993 and 1994.[5]
    ##### College
       In 1993, Anderson led the Bruins to their first NCAA championship with partner Scott Draper. The following year, Anderson was named most outstanding player of both the NCAA Division I Tennis Championships and the USTA/ITA National Intercollegiate Indoor Championships.[6] He finished his college career as runner-up on his final two national singles appearances in 1994"
Tell me a bio of Pogo (musician),Pogo (musician),"#####
- **Real name :** Kevin Elliott
- **Born:** August 4, 1969
- **Place of birth:** Rye, New York, USA
- **Nationality:** American
- **Sex:** Male
- **Occupation:** Musician, songwriter, producer
- **Years active:** 1989 - present
- **Instruments played:** Drums, guitar, bass guitar, keyboards, percussion
- **Associated acts:** Oingo Boingo, No Doubt, Avril Lavigne, Weezer, Linkin Park, Rob Zombie
- **Notable albums:** ""Dead Man's Pop"" (1996), ""Boingo to the Max"" (1997), ""No GMO"" (2015)
- **Top hits:** ""We Got It"", ""Stay"", ""Hey You"", ""Just a Friend"", ""Danger Zone""
- **Website:** www.pogoingoodoingroup.com
"
Tell me a bio of Valerie Harper,Valerie Harper,"##### Their Bio #####
Valerie Ann Harper (born August 22, 1950) is an American actress and author. She is best known for her role as Rhoda Morgenstern in the 1970s television sitcom The Mary Tyler Moore Show and its spin-off series Rhoda.[1]

Harper was born in Denison, Texas,[2] the daughter of Marjorie (nė “Marge”) (née McCarthy),[3] a teacher's assistant, and Andrew E. Harper, an oil field supply company owner.[4][5] Her family moved to Minneapolis, Minnesota, when she was young.[6] She is the older sister of Jerry Mathers, who played Beaver on the TV show Leave it to Beaver.[7]

A tomboy as a child, Harper enjoyed sports and was a star runner in high school.[8] She attended the University of Minnesota, where she took some theater classes under professor Herbert Berghof.[9] It had been her intention to become a high school history teacher, like her mother.[10] While attending college, she performed with the Group Players, a student-run theater at the University of Minnesota.[11]

After graduating from the University of Minnesota in"
Tell me a bio of Fuerza Guerrera,Fuerza Guerrera,"#####BIO##########
"
Tell me a bio of Mukesh (actor),Mukesh (actor),"#####
"
Tell me a bio of Serena Tideman,Serena Tideman,"##### NAME: Serena Tideman ##### PROFESSION: Attorney  
##### BIRTHDATE: February 18, 1985 ##### BIRTHPLACE: Ithaca, New York, United States ##### NET WORTH: $10 million ##### SIBLINGS: She has an older brother named Cory. ##### PARTNER(S): She is married to investment banker James Goldston since 2019. ##### CHILDREN: 2 daughters named Sophia and Chloe (both born in 2017) ##### BIO: American attorney Serena Shanahan Tideman is known for being the chief legal officer at the Federal Home Loan Bank of Seattle. Prior to this role, she worked as deputy general counsel for Fannie Mae from 2014 to 2016. She also worked as assistant general counsel for Goldman Sachs between 2007 and 2014. Originally from upstate New York, Tideman resides in Washington with her two daughters.
"
Tell me a bio of Bif Naked,Bif Naked,"#####BIO##########
    This is the biography page for Bif Naked.  Bif was born in Ottawa, Ontario, Canada and grew up in a troubled neighborhood.  Her parents' breakup and then a new marriage to a abusive man sent her down the wrong path.  At the age of 14, she was pregnant with her first child and addicted to drugs and alcohol.   
    After the birth of her son, Bif entered rehab at the age of 17 and got clean and sober.  She learned to play guitar while in rehab and began writing songs to help her stay motivated to remain sober.  Bif moved to Vancouver, British Columbia, Canada in 1994 where she began performing in local clubs.
    In 1997, Bif Naked and her band made their debut album, titled ""MySpace.""  The album contained a mix of punk rock, metal, and rap music.  It included the song ""Kill Fuck Die,"" which became a hit in Europe. 
    In 2000, her second album was released called ""Layin' Down With Satan.""  This album was more of a hard rock/metal style album and it included the song ""I Love You All The Time.""  This song was controversial because"
