prompt,response,atoms,hallucinated atoms
| She has collaborated with AKA.	True |
| She has collaborated with Cassper Nyovest.	False |
","| Fifi Cooper is a singer. |
| She was born on the 7th of July 1990. |
| She was born in Soweto. |
| She was born in Johannesburg. |
| Her real name is Nomalanga Radebe. |
| Her real name is Thandiwe Radebe. |
| She started her music career in 2009. |
| The first single she released is called ""Loliwe"". |
| She has collaborated with Cassper Nyovest. |
"
Tell me a bio of Lali Espósito," Lali Espósito is an Argentine actress, singer and dancer. She started her career as a child actress in the TV series ""Chiquititas"", which led to her participation in other productions such as ""Rincón de Luz"", ""Casi Ángeles"", ""Graduados"", ""Casi Felices"" and ""Esperanza Mía"". In 2012, she released her first album called ""A Bailar","| Lali Espósito is Argentine.	True |
| Lali Espósito is an actress.	True |
| Lali Espósito is a singer.	True |
| Lali Espósito is a dancer.	True |
| She started her career as a child actress.	True |
| She started her career in the TV series ""Chiquititas"".	True |
| ""Chiquititas"" led to her participation in other productions.	True |
| She participated in ""Rincón de Luz"".	True |
| She participated in ""Casi Ángeles"".	True |
| She participated in ""Graduados"".	False |
| She participated in ""Casi Felices"".	False |
| She participated in ""Esperanza Mía"".	True |
| The release year of her first album is 2012.	True |
| The title of her first album is ""A Bailar"".	True |
","| She participated in ""Graduados"". |
| She participated in ""Casi Felices"". |
"
Tell me a bio of Maddy Crippen," Maddy Crippen is an American actress and model. She was born in San Diego, California on February 28, 1993. Her parents are actors and she grew up in Los Angeles. She started acting at a young age and has appeared in several TV shows and movies such as The Mentalist, CSI: Miami, and The Twilight Saga: Breaking Dawn Part 2.","| Maddy Crippen is a person.	True |
| Maddy Crippen is American.	True |
| Maddy Crippen is an actress.	False |
| Maddy Crippen is a model.	False |
| She was born in San Diego.	False |
| She was born in California.	False |
| She was born on February 28, 1993.	False |
| Her parents are actors.	False |
| She grew up in Los Angeles.	False |
| She started acting at a young age.	False |
| She has appeared in several TV shows.	False |
| She has appeared in several movies.	False |
| She has appeared in The Mentalist.	False |
| She has appeared in CSI: Miami.	False |
| She has appeared in The Twilight Saga: Breaking Dawn Part 2.	False |
","| Maddy Crippen is an actress. |
| Maddy Crippen is a model. |
| She was born in San Diego. |
| She was born in California. |
| She was born on February 28, 1993. |
| Her parents are actors. |
| She grew up in Los Angeles. |
| She started acting at a young age. |
| She has appeared in several TV shows. |
| She has appeared in several movies. |
| She has appeared in The Mentalist. |
| She has appeared in CSI: Miami. |
| She has appeared in The Twilight Saga: Breaking Dawn Part 2. |
"
Tell me a bio of Francis Nicholson (painter)," Francis Nicholson was an English painter, engraver and publisher. He is known for his portraits of important figures in the late 17th and early 18th centuries. He was born in London in 1655 and died there in 1728.","| Francis Nicholson was English.	True |
| Francis Nicholson was a painter.	True |
| Francis Nicholson was an engraver.	False |
| Francis Nicholson was a publisher.	False |
| He is known for his portraits.	False |
| The portraits are of important figures.	False |
| The important figures are from the late 17th and early 18th centuries.	False |
| He was born in London.	False |
| He was born in 1655.	False |
| He died in London.	True |
| He died in 1728.	False |
","| Francis Nicholson was an engraver. |
| Francis Nicholson was a publisher. |
| He is known for his portraits. |
| The portraits are of important figures. |
| The important figures are from the late 17th and early 18th centuries. |
| He was born in London. |
| He was born in 1655. |
| He died in 1728. |
"
Tell me a bio of Will Voigt," Will Voigt is an American actor and voice actor. He has appeared in various television shows, films, and video games. Some of his notable roles include ""Sgt. Major Avery Johnson"" in the Halo series, ""General George S. Patton"" in Band of Brothers, and ""The Penguin"" in Batman: The Animated Series.","| Will Voigt is an American.	True |
| Will Voigt is an actor.	False |
| Will Voigt is a voice actor.	False |
| He has appeared in television shows.	False |
| He has appeared in films.	False |
| He has appeared in video games.	False |
| He portrayed Major Avery Johnson in the Halo series.	False |
| He portrayed General George S. Patton in Band of Brothers.	False |
| He portrayed The Penguin in Batman: The Animated Series.	False |
","| Will Voigt is an actor. |
| Will Voigt is a voice actor. |
| He has appeared in television shows. |
| He has appeared in films. |
| He has appeared in video games. |
| He portrayed Major Avery Johnson in the Halo series. |
| He portrayed General George S. Patton in Band of Brothers. |
| He portrayed The Penguin in Batman: The Animated Series. |
"
Tell me a bio of Josiah Maduabuchi, Josiah Maduabuchi is a Nigerian professional footballer who plays as a forward for Premier League club Watford. He previously played for Reading and Coventry City in the English Football League Championship.,"| Josiah Maduabuchi is Nigerian.	True |
| Josiah Maduabuchi is a professional footballer.	True |
| Josiah Maduabuchi plays as a forward.	False |
| Josiah Maduabuchi plays for Premier League club Watford.	False |
| He played for Reading.	False |
| He played for Reading in the English Football League Championship.	False |
| He previously played for Reading.	False |
| He played for Coventry City.	False |
| He played for Coventry City in the English Football League Championship.	False |
| He previously played for Coventry City.	False |
","| Josiah Maduabuchi plays as a forward. |
| Josiah Maduabuchi plays for Premier League club Watford. |
| He played for Reading. |
| He played for Reading in the English Football League Championship. |
| He previously played for Reading. |
| He played for Coventry City. |
| He played for Coventry City in the English Football League Championship. |
| He previously played for Coventry City. |
"
Tell me a bio of Thomas Jack," Thomas Jack is an Australian DJ and producer. He was born in Sydney, Australia on February 3, 1990. His real name is Thomas Wesley. He started his career as a DJ in 2011 and has since released several successful singles and remixes.","| Thomas Jack is a person.	True |
| Thomas Jack is Australian.	True |
| Thomas Jack is a DJ.	True |
| Thomas Jack is a producer.	True |
| He was born in Sydney.	False |
| He was born in Australia.	True |
| He was born on February 3, 1990.	False |
| His real name is Thomas Wesley.	False |
| Thomas Wesley is his real name.	False |
| He started his career as a DJ.	True |
| He started his career as a DJ in 2011.	False |
| He has released several successful singles.	True |
| He has released several successful remixes.	True |
","| He was born in Sydney. |
| He was born on February 3, 1990. |
| His real name is Thomas Wesley. |
| Thomas Wesley is his real name. |
| He started his career as a DJ in 2011. |
"
Tell me a bio of Ziaur Rahman," Ziaur Rahman was born on 19th January, 1936 in Dhamrai, East Pakistan. He was the second President and third Prime Minister of Bangladesh. He served as the president from 1977 to 1981 and prime minister from 1975 to 1980. Ziaur Rahman was an army officer who played a significant role in the liberation war of Bangladesh in 1971. He was known for his leadership skills and charismatic personality. Ziaur","| Ziaur Rahman was born on 19th January,.	True |
| Ziaur Rahman was born in 1936.	True |
| Ziaur Rahman was born in Dhamrai.	False |
| Dhamrai was in East Pakistan.	False |
| He was the second President of Bangladesh.	True |
| He was the third Prime Minister of Bangladesh.	False |
| He served as the president.	True |
| He served as the president from 1977 to 1981.	True |
| He served as the prime minister.	False |
| He served as the prime minister from 1975 to 1980.	False |
